id,loan_amnt,int_rate,grade,home_ownership,annual_inc,issue_d,loan_status,purpose,fico_range_low,target,season
72593830,6000,5.32,7,1,82000,16-Mar,Fully Paid,debt_consolidation,700,1,2
127096107,27500,18.06,4,1,145000,18-Jan,Fully Paid,home_improvement,690,1,1
62277245,20000,12.29,5,2,50000,15-Oct,Fully Paid,debt_consolidation,700,1,4
51366616,10000,11.53,6,1,57000,15-Jun,Fully Paid,debt_consolidation,665,1,3
72725815,10000,13.67,5,2,65000,16-Mar,Fully Paid,debt_consolidation,665,1,2
57951356,12000,6.24,7,3,41000,15-Aug,Fully Paid,credit_card,745,1,3
119980608,4000,10.42,6,3,65000,17-Sep,Fully Paid,home_improvement,720,1,
126906421,6300,20,4,2,30000,18-Jan,Fully Paid,debt_consolidation,665,1,1
82559245,3600,19.99,4,2,135000,16-Jun,Fully Paid,major_purchase,660,1,3
77527942,24000,7.89,7,2,49114,16-May,Fully Paid,credit_card,720,1,2
42413256,12000,9.99,6,2,60000,15-Mar,Charged Off,debt_consolidation,690,0,2
57734893,7500,14.65,5,3,32000,15-Aug,Fully Paid,debt_consolidation,700,1,3
37938556,1400,12.99,5,3,41000,15-Jan,Fully Paid,debt_consolidation,665,1,1
110531139,7000,9.44,6,1,35463,17-Jun,Charged Off,debt_consolidation,695,0,3
116928595,35000,14.08,5,1,300000,17-Aug,Fully Paid,debt_consolidation,665,1,3
49363317,2400,9.17,6,3,44500,15-May,Fully Paid,debt_consolidation,660,1,2
55088865,14400,9.99,6,3,59000,15-Jul,Fully Paid,home_improvement,730,1,3
51115854,7050,22.99,2,2,70000,15-Jun,Fully Paid,debt_consolidation,685,1,3
115689675,20000,11.99,6,1,150000,17-Aug,Fully Paid,moving,720,1,3
77595584,6000,6.97,7,1,58000,16-May,Fully Paid,credit_card,720,1,2
60792213,2000,13.33,5,1,40000,15-Oct,Fully Paid,debt_consolidation,680,1,4
75315711,20000,13.67,5,3,50000,16-Mar,Fully Paid,credit_card,680,1,2
73712773,4000,8.39,6,2,24000,16-Mar,Fully Paid,credit_card,685,1,2
65109342,20000,14.33,5,1,88000,15-Nov,Fully Paid,debt_consolidation,660,1,4
73273471,10000,5.32,7,3,30000,16-Mar,Fully Paid,debt_consolidation,790,1,2
77555567,12000,19.53,4,3,40000,16-Apr,Fully Paid,debt_consolidation,685,1,2
64068964,10000,6.89,7,2,85800,15-Nov,Fully Paid,debt_consolidation,685,1,4
78178123,8000,11.99,5,2,94257,16-Apr,Charged Off,debt_consolidation,675,0,2
58061175,8000,8.18,6,2,80000,15-Aug,Charged Off,debt_consolidation,685,0,3
130930471,10000,11.98,6,1,107268,18-Mar,Fully Paid,credit_card,665,1,2
60931392,30000,18.25,3,1,95000,15-Oct,Charged Off,debt_consolidation,680,0,4
42763400,3000,8.18,6,1,40000,15-Mar,Fully Paid,home_improvement,755,1,2
63454190,18000,12.29,5,2,110000,15-Oct,Fully Paid,credit_card,665,1,4
126831989,15000,18.06,4,3,75000,18-Jan,Fully Paid,debt_consolidation,715,1,1
65414606,4475,16.99,4,3,63800,15-Nov,Fully Paid,debt_consolidation,660,1,4
65712050,20000,14.33,5,2,140000,15-Nov,Charged Off,debt_consolidation,680,0,4
73933640,20000,9.16,6,1,80000,16-Mar,Fully Paid,debt_consolidation,690,1,2
119413563,35000,20,4,3,87500,17-Sep,Charged Off,major_purchase,790,0,
110252551,33000,16.02,5,3,145000,17-Jun,Fully Paid,debt_consolidation,690,1,3
61473936,14825,18.55,3,1,75000,15-Oct,Charged Off,debt_consolidation,660,0,4
77467761,28000,8.39,6,1,78000,16-May,Fully Paid,debt_consolidation,720,1,2
64988305,25000,18.99,3,2,100000,15-Nov,Charged Off,home_improvement,665,0,4
40715635,28000,9.99,6,2,130000,15-Feb,Fully Paid,debt_consolidation,700,1,1
107026481,13225,11.49,6,1,54753,17-Apr,Fully Paid,debt_consolidation,725,1,2
60377112,12000,11.53,6,1,44000,15-Sep,Charged Off,debt_consolidation,670,0,
46388685,10425,16.55,4,2,51662,15-Apr,Fully Paid,small_business,755,1,2
72153702,24000,12.99,5,1,75000,16-Mar,Charged Off,debt_consolidation,695,0,2
76728849,11000,5.32,7,1,135000,16-Apr,Fully Paid,debt_consolidation,785,1,2
111672488,9525,19.03,4,2,31000,17-Jul,Fully Paid,credit_card,685,1,3
77412778,8000,13.67,5,2,50000,16-Apr,Fully Paid,debt_consolidation,680,1,2
73893201,35000,21.18,3,2,120000,16-Mar,Fully Paid,debt_consolidation,670,1,2
59402433,7000,16.55,4,2,50000,15-Sep,Fully Paid,debt_consolidation,675,1,
65343017,18000,6.24,7,2,170000,15-Nov,Fully Paid,debt_consolidation,745,1,4
40963053,20000,13.99,5,2,65146,15-Feb,Fully Paid,debt_consolidation,680,1,1
119195466,20500,9.93,6,2,54000,17-Sep,Fully Paid,debt_consolidation,755,1,
73702981,20000,17.27,4,2,71000,16-Mar,Fully Paid,debt_consolidation,685,1,2
57224710,17000,7.89,7,2,60000,15-Aug,Fully Paid,debt_consolidation,710,1,3
78740697,4000,8.39,6,3,52000,16-May,Fully Paid,credit_card,665,1,2
75720280,16000,11.99,5,1,170000,16-Mar,Fully Paid,debt_consolidation,715,1,2
66606046,12800,9.76,6,1,79000,15-Dec,Fully Paid,credit_card,675,1,1
107638332,2400,17.99,4,3,205000,17-May,Fully Paid,home_improvement,660,1,2
126384450,16625,21.45,4,1,120000,18-Jan,Fully Paid,debt_consolidation,690,1,1
75285797,15000,11.99,5,2,60000,16-Mar,Fully Paid,debt_consolidation,670,1,2
110712732,16000,15.05,5,1,71000,17-Jun,Fully Paid,debt_consolidation,750,1,3
50607497,12000,7.26,7,1,84000,15-Jul,Fully Paid,credit_card,705,1,3
56643039,30000,15.61,4,1,73000,15-Aug,Charged Off,debt_consolidation,700,0,3
38479247,14000,12.99,5,3,50000,15-Jan,Fully Paid,debt_consolidation,680,1,1
67725927,20000,16.99,4,1,65000,15-Dec,Fully Paid,credit_card,670,1,1
74675390,15000,10.75,6,1,75000,16-Mar,Fully Paid,debt_consolidation,725,1,2
109326334,15000,7.07,7,1,166860,17-May,Charged Off,home_improvement,845,0,2
73954171,8500,9.75,6,2,35000,16-Mar,Fully Paid,credit_card,705,1,2
46094991,10000,7.89,7,1,59540,15-Apr,Fully Paid,debt_consolidation,690,1,2
113482808,2000,18.06,4,1,63000,17-Jul,Fully Paid,home_improvement,665,1,3
65764580,28200,14.33,5,1,83000,15-Nov,Fully Paid,credit_card,675,1,4
51596646,14500,12.69,5,3,45000,15-Jun,Charged Off,debt_consolidation,695,0,3
56109507,12000,11.53,6,1,40000,15-Jul,Fully Paid,credit_card,695,1,3
38627106,6500,11.99,6,1,55000,15-Jan,Fully Paid,credit_card,725,1,1
43769200,24000,12.29,5,1,62000,15-Mar,Charged Off,credit_card,705,0,2
129368399,11600,19.42,4,2,24000,18-Feb,Fully Paid,debt_consolidation,670,1,1
60981648,3000,6.24,7,1,47000,15-Oct,Fully Paid,debt_consolidation,715,1,4
68613892,10000,11.99,5,2,135000,15-Dec,Fully Paid,debt_consolidation,690,1,1
46588077,20000,9.99,6,1,51000,15-Apr,Fully Paid,debt_consolidation,710,1,2
114186504,7000,10.42,6,1,44000,17-Jul,Fully Paid,debt_consolidation,665,1,3
46660846,10000,12.29,5,2,82000,15-May,Fully Paid,debt_consolidation,680,1,2
105941821,21000,7.99,7,2,96000,17-Apr,Fully Paid,debt_consolidation,750,1,2
44905662,18000,13.99,5,2,49000,15-Apr,Fully Paid,debt_consolidation,680,1,2
81038268,20000,5.32,7,1,295000,16-Jun,Fully Paid,home_improvement,810,1,3
118408183,7000,9.44,6,2,45000,17-Sep,Charged Off,other,700,0,
52606276,20000,13.99,5,2,62000,15-Jun,Fully Paid,credit_card,660,1,3
44016681,10500,15.61,4,2,32000,15-Apr,Fully Paid,debt_consolidation,670,1,2
112028959,9000,11.99,6,2,61000,17-Jun,Fully Paid,credit_card,710,1,3
40876588,4800,15.61,4,2,57200,15-Feb,Fully Paid,credit_card,670,1,1
65885181,2650,11.22,6,1,20000,15-Dec,Fully Paid,home_improvement,725,1,1
58672442,19775,27.88,1,2,45000,15-Aug,Charged Off,debt_consolidation,665,0,3
38539448,4000,14.31,5,1,75000,15-Jan,Fully Paid,home_improvement,670,1,1
38577296,11000,9.49,6,1,65000,15-Jan,Fully Paid,debt_consolidation,705,1,1
59581891,18000,8.18,6,1,75000,15-Sep,Fully Paid,debt_consolidation,745,1,
41379470,3500,13.99,5,2,45000,15-Mar,Fully Paid,credit_card,665,1,2
47907419,18000,9.99,6,1,62818,15-May,Fully Paid,home_improvement,665,1,2
60647867,6000,9.17,6,2,30000,15-Sep,Fully Paid,credit_card,700,1,
40430787,10000,17.86,4,1,60000,15-Jan,Charged Off,debt_consolidation,690,0,1
61392054,5000,10.99,6,2,40000,15-Oct,Fully Paid,credit_card,735,1,4
80608921,12000,7.89,7,1,59800,16-Jun,Charged Off,debt_consolidation,680,0,3
75468543,15000,6.49,7,3,70000,16-Mar,Charged Off,credit_card,700,0,2
51837961,35000,7.89,7,1,140000,15-Jun,Fully Paid,debt_consolidation,675,1,3
110856452,15000,7.21,7,1,80000,17-Jun,Fully Paid,debt_consolidation,720,1,3
64852897,4000,6.89,7,2,80000,15-Nov,Fully Paid,car,705,1,4
81466316,28325,13.67,5,1,100000,16-Jun,Charged Off,debt_consolidation,675,0,3
63329354,20000,6.24,7,1,88000,15-Oct,Fully Paid,credit_card,705,1,4
67367391,17300,5.32,7,1,114000,15-Dec,Fully Paid,debt_consolidation,765,1,1
117226108,7000,10.42,6,3,70000,17-Aug,Fully Paid,credit_card,670,1,3
55070479,1000,12.29,5,2,43000,15-Jul,Fully Paid,other,740,1,3
49833651,20000,10.99,6,1,103000,15-May,Fully Paid,debt_consolidation,675,1,2
48202685,10000,17.57,4,2,36000,15-Jun,Fully Paid,debt_consolidation,695,1,3
117577005,13600,13.59,5,2,65000,17-Sep,Charged Off,debt_consolidation,680,0,
104625834,6000,10.49,6,1,50000,17-Apr,Fully Paid,debt_consolidation,660,1,2
118330183,12000,7.21,7,1,128000,17-Sep,Fully Paid,debt_consolidation,720,1,
74492831,26000,9.75,6,1,90756,16-Mar,Fully Paid,credit_card,700,1,2
79544058,9000,13.67,5,2,36000,16-May,Fully Paid,debt_consolidation,660,1,2
57206030,24000,12.69,5,1,150000,15-Aug,Fully Paid,credit_card,670,1,3
40990993,10000,9.99,6,1,65000,15-Feb,Fully Paid,credit_card,685,1,1
80731387,24000,12.99,5,2,450000,16-May,Fully Paid,debt_consolidation,685,1,2
73336371,16000,14.46,5,1,68000,16-Mar,Fully Paid,debt_consolidation,700,1,2
58583360,7075,18.55,3,2,69000,15-Sep,Charged Off,home_improvement,705,0,
57366225,18000,7.89,7,1,54000,15-Aug,Fully Paid,debt_consolidation,735,1,3
77563779,6000,11.47,6,1,48000,16-Apr,Fully Paid,other,690,1,2
62305233,8000,9.17,6,1,4300000,15-Oct,Fully Paid,home_improvement,660,1,4
56380225,10000,13.99,5,3,55000,15-Aug,Fully Paid,debt_consolidation,670,1,3
40930563,13200,13.99,5,2,50000,15-Feb,Charged Off,debt_consolidation,670,0,1
55574995,8000,8.18,6,1,132000,15-Jul,Fully Paid,debt_consolidation,715,1,3
65283824,7675,18.49,3,2,24000,15-Nov,Fully Paid,other,720,1,4
50043797,10000,7.89,7,2,50000,15-May,Fully Paid,debt_consolidation,660,1,2
62824332,7200,9.17,6,2,70000,15-Oct,Fully Paid,car,690,1,4
84122760,6025,10.49,6,1,69800,16-Jun,Charged Off,other,730,0,3
76082832,12000,5.32,7,2,55000,16-Mar,Fully Paid,debt_consolidation,690,1,2
40441442,21000,15.59,4,1,60000,15-Feb,Charged Off,debt_consolidation,680,0,1
80610867,10000,23.32,3,2,27000,16-May,Charged Off,debt_consolidation,670,0,2
113101886,6000,16.02,5,2,50000,17-Jul,Fully Paid,other,695,1,3
73630976,15000,11.47,6,2,45000,16-Mar,Fully Paid,debt_consolidation,675,1,2
39541369,7000,15.99,4,2,59000,15-Jan,Fully Paid,debt_consolidation,700,1,1
118659432,4800,10.91,6,1,95000,17-Sep,Fully Paid,debt_consolidation,700,1,
73192546,15000,11.47,6,1,65000,16-Mar,Fully Paid,debt_consolidation,695,1,2
40385883,11000,12.99,5,1,84000,15-Feb,Charged Off,credit_card,660,0,1
65625430,15000,8.18,6,1,45000,15-Dec,Fully Paid,credit_card,735,1,1
114185330,16000,7.07,7,2,150000,17-Jul,Fully Paid,debt_consolidation,775,1,3
44379451,12000,6.39,7,1,92000,15-Apr,Fully Paid,credit_card,660,1,2
42494453,17000,11.53,6,2,77000,15-Mar,Fully Paid,debt_consolidation,675,1,2
107095159,24000,17.99,4,1,135000,17-May,Fully Paid,debt_consolidation,730,1,2
46184131,14400,11.53,6,2,52000,15-Apr,Fully Paid,debt_consolidation,730,1,2
76383931,6000,8.39,6,2,51000,16-Apr,Fully Paid,other,685,1,2
51217000,10000,17.57,4,2,55000,15-Jun,Fully Paid,other,660,1,3
76449795,19575,6.97,7,3,53000,16-May,Charged Off,credit_card,670,0,2
112147461,5000,18.06,4,2,75000,17-Jul,Fully Paid,moving,675,1,3
76002003,9600,9.75,6,1,60000,16-Mar,Fully Paid,credit_card,675,1,2
75931792,3000,8.39,6,1,40000,16-Mar,Fully Paid,home_improvement,770,1,2
77049286,33750,15.31,5,1,75000,16-Apr,Charged Off,debt_consolidation,680,0,2
81567986,15000,13.67,5,2,95000,16-Jun,Fully Paid,credit_card,675,1,3
46733886,18000,6.92,7,1,145000,15-Apr,Fully Paid,home_improvement,745,1,2
65926661,5000,11.22,6,1,78000,15-Dec,Fully Paid,other,675,1,1
113436241,24000,14.08,5,2,150000,17-Jul,Charged Off,credit_card,705,0,3
62724761,4575,13.33,5,1,24000,15-Oct,Fully Paid,home_improvement,660,1,4
41590325,11150,11.53,6,3,28000,15-Feb,Fully Paid,debt_consolidation,705,1,1
117936055,9900,26.3,3,2,33000,17-Sep,Fully Paid,debt_consolidation,665,1,
127908600,13000,13.59,5,2,63000,18-Jan,Fully Paid,car,675,1,1
60844338,10000,9.99,6,3,75000,15-Oct,Fully Paid,debt_consolidation,690,1,4
51356784,21000,12.29,5,2,96000,15-Jun,Fully Paid,debt_consolidation,685,1,3
60835554,10000,14.65,5,2,70000,15-Oct,Fully Paid,debt_consolidation,670,1,4
41020126,10000,12.69,5,2,36000,15-Feb,Charged Off,credit_card,660,0,1
58010544,24000,6.89,7,1,120000,15-Aug,Fully Paid,credit_card,680,1,3
74571624,14400,20.75,3,2,45000,16-Apr,Fully Paid,debt_consolidation,675,1,2
65845026,5000,11.22,6,1,78000,15-Dec,Fully Paid,credit_card,680,1,1
117251375,9375,19.03,4,2,27000,17-Sep,Fully Paid,debt_consolidation,675,1,
64958560,4000,16.99,4,2,34000,15-Nov,Fully Paid,debt_consolidation,715,1,4
127039397,15000,6.72,7,1,135000,18-Jan,Fully Paid,debt_consolidation,800,1,1
60576977,12800,9.17,6,2,113000,15-Oct,Fully Paid,debt_consolidation,695,1,4
39542132,27425,13.66,5,1,55000,15-Jan,Fully Paid,debt_consolidation,685,1,1
54474075,24000,7.89,7,1,84000,15-Jul,Fully Paid,credit_card,695,1,3
38509551,18000,7.49,7,1,150000,15-Jan,Fully Paid,credit_card,660,1,1
110687232,14000,30.17,2,1,56630,17-Jun,Charged Off,home_improvement,690,0,3
78609759,11275,11.99,5,2,90000,16-May,Charged Off,small_business,665,0,2
52928857,15000,11.53,6,2,65000,15-Jul,Fully Paid,credit_card,725,1,3
40920775,19000,8.18,6,2,89000,15-Feb,Fully Paid,debt_consolidation,670,1,1
63358088,10000,12.69,5,1,85000,15-Oct,Fully Paid,debt_consolidation,675,1,4
43957304,8500,13.33,5,1,70000,15-Apr,Charged Off,home_improvement,695,0,2
39917260,25000,7.89,7,2,75000,15-Feb,Fully Paid,debt_consolidation,715,1,1
73067504,21000,10.75,6,1,61000,16-Feb,Fully Paid,debt_consolidation,730,1,1
114183791,6000,19.03,4,1,75000,17-Aug,Fully Paid,debt_consolidation,670,1,3
58200371,18000,13.33,5,1,90000,15-Sep,Fully Paid,home_improvement,670,1,
44006282,16475,14.65,5,1,45000,15-Apr,Charged Off,debt_consolidation,705,0,2
65097733,6000,14.33,5,3,52000,15-Nov,Fully Paid,car,665,1,4
39680366,12000,8.19,7,2,50000,15-Jan,Charged Off,credit_card,670,0,1
111875583,10600,24.85,3,3,13980,17-Jul,Charged Off,debt_consolidation,690,0,3
63358064,4800,7.89,7,3,45000,15-Oct,Fully Paid,credit_card,695,1,4
109142287,5000,18.06,4,2,74580,17-May,Charged Off,debt_consolidation,660,0,2
66414344,15000,8.38,6,2,96000,15-Dec,Fully Paid,debt_consolidation,670,1,1
46117327,24000,12.29,5,1,187000,15-Apr,Fully Paid,credit_card,690,1,2
50580021,7000,13.33,5,1,89000,15-Jun,Fully Paid,debt_consolidation,690,1,3
56271112,24000,7.89,7,1,180000,15-Aug,Fully Paid,other,705,1,3
119254582,12000,7.35,7,2,120000,17-Sep,Fully Paid,other,700,1,
44756749,12000,9.99,6,2,62000,15-Apr,Fully Paid,credit_card,680,1,2
64681188,6500,9.99,6,1,86000,15-Nov,Fully Paid,debt_consolidation,660,1,4
42131423,20000,9.17,6,2,52000,15-Mar,Fully Paid,credit_card,690,1,2
39570180,6575,11.99,6,2,17000,15-Jan,Fully Paid,debt_consolidation,680,1,1
43719719,12000,15.61,4,1,48000,15-Apr,Fully Paid,credit_card,670,1,2
61403989,13000,8.18,6,2,65000,15-Oct,Fully Paid,debt_consolidation,675,1,4
74221338,11800,11.47,6,1,122000,16-Mar,Fully Paid,credit_card,670,1,2
49894311,24350,13.99,5,1,94000,15-May,Fully Paid,debt_consolidation,670,1,2
58181050,8000,10.99,6,2,50600,15-Aug,Charged Off,debt_consolidation,660,0,3
43849435,12000,9.17,6,2,62000,15-Mar,Fully Paid,debt_consolidation,670,1,2
83145307,12000,10.99,6,2,40000,16-Jun,Fully Paid,credit_card,675,1,3
46105328,30000,14.65,5,1,225000,15-Apr,Charged Off,home_improvement,745,0,2
46378166,20000,8.18,6,3,103000,15-Apr,Fully Paid,debt_consolidation,675,1,2
65159454,5000,10.99,6,1,72000,15-Nov,Charged Off,home_improvement,665,0,4
41059313,10175,7.89,7,2,70000,15-Feb,Fully Paid,other,680,1,1
38545216,24000,14.31,5,2,140000,15-Jan,Fully Paid,debt_consolidation,665,1,1
51596671,10000,19.19,3,2,60000,15-Jun,Fully Paid,debt_consolidation,700,1,3
108995561,5000,14.08,5,2,173000,17-May,Fully Paid,debt_consolidation,675,1,2
49904518,9800,7.26,7,3,109800,15-May,Fully Paid,credit_card,715,1,2
40400632,28000,6.68,7,1,106000,15-Feb,Fully Paid,debt_consolidation,765,1,1
68576962,15000,13.44,5,3,43500,15-Dec,Fully Paid,debt_consolidation,665,1,1
74492874,25000,6.49,7,2,100000,16-Mar,Fully Paid,debt_consolidation,735,1,2
51196142,19975,17.57,4,1,55000,15-Jun,Charged Off,debt_consolidation,715,0,3
68383451,8400,8.49,6,1,36000,15-Dec,Fully Paid,credit_card,695,1,1
73162178,7800,8.39,6,3,45000,16-Mar,Fully Paid,credit_card,695,1,2
77199199,23000,15.31,5,2,82000,16-Apr,Fully Paid,debt_consolidation,660,1,2
63348802,20000,16.55,4,3,80000,15-Oct,Charged Off,debt_consolidation,660,0,4
40989956,20000,17.86,4,2,72000,15-Feb,Fully Paid,debt_consolidation,665,1,1
64812945,8000,10.99,6,2,30000,15-Nov,Fully Paid,credit_card,690,1,4
68523971,9000,11.48,6,1,50000,15-Dec,Fully Paid,other,715,1,1
73813293,6000,5.32,7,2,37000,16-Mar,Fully Paid,debt_consolidation,705,1,2
43629700,6000,12.69,5,1,61000,15-Mar,Charged Off,debt_consolidation,665,0,2
72723794,12000,9.75,6,2,42000,16-Feb,Fully Paid,debt_consolidation,720,1,1
72595825,14400,19.53,4,2,45000,16-Mar,Fully Paid,other,700,1,2
129281087,40000,6.07,7,1,115000,18-Feb,Fully Paid,debt_consolidation,730,1,1
67298897,17500,11.99,5,2,48500,15-Dec,Fully Paid,debt_consolidation,685,1,1
65473674,7500,8.18,6,1,89000,15-Nov,Fully Paid,debt_consolidation,695,1,4
65171230,15600,13.18,5,2,39000,15-Nov,Charged Off,major_purchase,700,0,4
58722813,20000,8.18,6,1,222000,15-Sep,Fully Paid,debt_consolidation,665,1,
107410986,5000,15.05,5,2,32640,17-Jun,Charged Off,debt_consolidation,700,0,3
41430284,3500,12.29,5,2,95000,15-Feb,Fully Paid,debt_consolidation,660,1,1
50839966,13975,14.65,5,1,41000,15-Jun,Fully Paid,debt_consolidation,665,1,3
49267391,6000,12.29,5,2,20000,15-May,Charged Off,debt_consolidation,700,0,2
58010472,12000,8.18,6,1,85000,15-Aug,Charged Off,debt_consolidation,660,0,3
41349552,16000,12.69,5,1,60000,15-Apr,Fully Paid,debt_consolidation,740,1,2
129815082,13500,21.85,4,1,37000,18-Mar,Fully Paid,debt_consolidation,715,1,2
79906018,7325,11.47,6,2,20382,16-Jun,Charged Off,credit_card,725,0,3
76975356,40000,14.46,5,2,98675,16-Apr,Fully Paid,debt_consolidation,710,1,2
77336503,16000,5.32,7,1,70000,16-Apr,Fully Paid,credit_card,700,1,2
50497374,16000,13.99,5,3,65000,15-Jun,Charged Off,other,680,0,3
65404697,10000,7.26,7,2,75000,15-Nov,Fully Paid,debt_consolidation,690,1,4
66603106,6150,14.48,5,2,25147.2,15-Dec,Fully Paid,major_purchase,695,1,1
61308878,12625,10.99,6,2,140000,15-Oct,Fully Paid,debt_consolidation,670,1,4
130027297,35000,6.71,7,1,72000,18-Mar,Fully Paid,home_improvement,730,1,2
49673414,12900,16.55,4,1,51000,15-May,Fully Paid,debt_consolidation,685,1,2
61519771,19200,14.65,5,2,48000,15-Oct,Charged Off,debt_consolidation,665,0,4
119358979,21525,7.97,7,1,75000,17-Sep,Fully Paid,other,755,1,
55219297,9450,14.65,5,2,75000,15-Jul,Fully Paid,other,705,1,3
114164626,12000,9.44,6,1,52000,17-Jul,Fully Paid,debt_consolidation,750,1,3
48000815,15000,12.69,5,2,75000,15-May,Fully Paid,debt_consolidation,715,1,2
68574825,20000,11.48,6,1,120000,15-Dec,Charged Off,debt_consolidation,670,0,1
114512159,12000,21.45,4,1,54000,17-Aug,Fully Paid,debt_consolidation,660,1,3
38555034,25200,19.24,3,1,78000,15-Jan,Fully Paid,debt_consolidation,715,1,1
55240942,27375,23.99,2,2,65700,15-Jul,Charged Off,debt_consolidation,680,0,3
74664747,19800,12.99,5,2,45000,16-Mar,Charged Off,debt_consolidation,680,0,2
74523255,16000,12.99,5,2,90000,16-Mar,Fully Paid,debt_consolidation,780,1,2
46783796,27650,6.92,7,2,72000,15-May,Fully Paid,debt_consolidation,695,1,2
75233180,14000,7.89,7,2,52000,16-Mar,Fully Paid,debt_consolidation,700,1,2
73773763,13500,12.99,5,2,70000,16-Mar,Fully Paid,credit_card,665,1,2
109047628,8800,13.59,5,2,56000,17-May,Fully Paid,debt_consolidation,665,1,2
48222813,10800,12.69,5,3,24000,15-May,Fully Paid,credit_card,685,1,2
52017193,22800,12.69,5,2,62000,15-Jun,Charged Off,credit_card,670,0,3
74712197,14400,17.27,4,1,60000,16-Mar,Charged Off,other,690,0,2
75311490,27600,9.16,6,1,100450,16-Mar,Fully Paid,credit_card,715,1,2
120070868,1000,14.08,5,3,50000,17-Sep,Fully Paid,other,695,1,
39750955,5000,12.99,5,2,43000,15-Feb,Fully Paid,moving,705,1,1
136157607,9600,8.46,7,1,93000,18-Jul,Fully Paid,debt_consolidation,705,1,3
81344458,35000,24.99,3,1,110000,16-Jun,Charged Off,home_improvement,685,0,3
62165489,6000,7.26,7,2,65000,15-Nov,Fully Paid,debt_consolidation,690,1,4
39088293,8000,12.39,5,1,32000,15-Jan,Fully Paid,other,670,1,1
65904140,12000,8.18,6,1,97000,15-Nov,Fully Paid,debt_consolidation,740,1,4
78349418,18000,14.46,5,1,50000,16-May,Charged Off,debt_consolidation,690,0,2
53634489,34000,19.19,3,1,68000,15-Jul,Fully Paid,debt_consolidation,725,1,3
38212849,23000,10.49,6,2,108000,15-Jan,Charged Off,debt_consolidation,665,0,1
58141331,20000,10.99,6,3,166000,15-Aug,Fully Paid,debt_consolidation,660,1,3
54384990,8000,12.29,5,2,30000,15-Jul,Fully Paid,credit_card,680,1,3
42414103,28000,16.99,4,1,125000,15-Mar,Charged Off,debt_consolidation,665,0,2
80769877,5000,5.32,7,3,40000,16-Jun,Fully Paid,car,800,1,3
130183660,12800,21.85,4,3,132000,18-Mar,Fully Paid,vacation,715,1,2
127764425,5000,23.88,3,2,70000,18-Jan,Charged Off,debt_consolidation,665,0,1
44494313,2000,13.33,5,2,20000,15-Apr,Charged Off,debt_consolidation,680,0,2
106085319,15150,15.99,5,1,60000,17-Apr,Fully Paid,debt_consolidation,670,1,2
37611873,11200,12.99,5,1,85000,15-Jan,Fully Paid,debt_consolidation,675,1,1
56021327,6000,8.18,6,2,29000,15-Jul,Fully Paid,credit_card,740,1,3
115180114,12000,11.99,6,1,70000,17-Aug,Fully Paid,credit_card,665,1,3
104140925,10000,13.99,5,2,36000,17-Apr,Charged Off,debt_consolidation,705,0,2
51636470,12000,14.65,5,2,50000,15-Jun,Fully Paid,credit_card,660,1,3
48546233,3000,15.61,4,1,26000,15-May,Fully Paid,debt_consolidation,665,1,2
118285506,8000,11.99,6,2,45000,17-Sep,Fully Paid,credit_card,665,1,
50273690,35000,11.53,6,1,450000,15-May,Fully Paid,other,775,1,2
46702455,25000,16.55,4,2,63104.04,15-Apr,Fully Paid,debt_consolidation,675,1,2
38619206,9600,8.19,7,2,60000,15-Jan,Fully Paid,debt_consolidation,680,1,1
81485470,20000,6.97,7,1,100000,16-Jun,Fully Paid,debt_consolidation,745,1,3
74595017,5000,5.32,7,3,54000,16-Mar,Fully Paid,debt_consolidation,715,1,2
76215026,8500,10.75,6,2,67800,16-Apr,Fully Paid,credit_card,690,1,2
42924764,10500,12.29,5,2,46000,15-Mar,Charged Off,debt_consolidation,665,0,2
117584618,4800,11.99,6,2,95000,17-Aug,Fully Paid,credit_card,715,1,3
43155474,9100,15.61,4,2,24000,15-Mar,Fully Paid,credit_card,675,1,2
50708252,8925,18.25,3,2,29750,15-May,Fully Paid,debt_consolidation,665,1,2
56984404,3000,11.53,6,2,14000,15-Aug,Fully Paid,debt_consolidation,670,1,3
80681662,6000,12.99,5,1,60000,16-Jun,Fully Paid,major_purchase,710,1,3
59130503,10000,12.29,5,3,61000,15-Sep,Fully Paid,debt_consolidation,665,1,
80198230,10000,6.49,7,2,40000,16-Jun,Fully Paid,debt_consolidation,770,1,3
51115469,16800,16.55,4,1,98000,15-Jun,Charged Off,debt_consolidation,670,0,3
38639895,12000,12.39,5,3,63000,15-Jan,Charged Off,credit_card,665,0,1
112340268,25000,16.02,5,1,110000,17-Jul,Fully Paid,debt_consolidation,695,1,3
76294302,20000,15.31,5,2,115000,16-Apr,Fully Paid,debt_consolidation,670,1,2
55991938,4825,16.99,4,2,105000,15-Aug,Charged Off,debt_consolidation,670,0,3
41237307,21475,16.55,4,1,72500,15-Mar,Charged Off,credit_card,680,0,2
60587027,16000,10.99,6,1,96100,15-Sep,Charged Off,credit_card,685,0,
112445800,5000,10.42,6,3,34000,17-Jul,Fully Paid,home_improvement,670,1,3
57246219,14000,17.86,4,2,46000,15-Aug,Charged Off,debt_consolidation,685,0,3
105121597,25000,10.49,6,1,200000,17-Apr,Fully Paid,debt_consolidation,755,1,2
107335973,14975,8.24,6,1,46200,17-May,Fully Paid,home_improvement,730,1,2
