id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,fico_range_low
48545137,20000, 36 months,6.39,A,A2,analyst,8 years,MORTGAGE,120000,15-Jun,Fully Paid,home_improvement,NJ,805
138557927,20000, 60 months,20.89,D,D4,Mechanic,10+ years,MORTGAGE,54518,18-Aug,Current,debt_consolidation,KS,695
128714385,35000, 60 months,17.09,D,D1,Finance director,7 years,MORTGAGE,97340,18-Feb,Late (31-120 days),home_improvement,IL,710
57146455,5000, 36 months,9.99,B,B3,Driver,5 years,MORTGAGE,80000,15-Aug,Fully Paid,major_purchase,MD,675
77049868,24000, 36 months,9.75,B,B3,Dentist,3 years,MORTGAGE,175000,16-May,Current,debt_consolidation,VA,720
51918768,16000, 36 months,16.99,D,D3,Technical Assembler,6 years,RENT,40000,15-Jun,Fully Paid,debt_consolidation,MN,670
76402249,24000, 60 months,14.46,C,C4,Teacher,10+ years,MORTGAGE,61000,16-Apr,Current,other,NY,685
55280863,6000, 36 months,7.89,A,A5,Operator II,10+ years,RENT,33000,15-Jul,Fully Paid,credit_card,NE,700
75660539,9000, 36 months,8.39,B,B1,PRODUCTION MANAGER,10+ years,MORTGAGE,48000,16-Mar,Fully Paid,debt_consolidation,FL,700
45444767,8000, 36 months,16.55,D,D2,manager,10+ years,MORTGAGE,105000,15-Apr,Charged Off,other,WA,680
46305199,11000, 36 months,12.69,C,C2,Assistant First Sergeant,10+ years,MORTGAGE,76000,15-Apr,Charged Off,debt_consolidation,WA,665
38447974,14000, 60 months,15.59,D,D1,E-5,7 years,MORTGAGE,50000,15-Jan,Fully Paid,debt_consolidation,AZ,675
128752421,28000, 36 months,9.44,B,B1,Assessment Design Manager,1 year,RENT,160000,18-Feb,Current,credit_card,CA,670
79111984,8500, 36 months,10.75,B,B4,Driver ,1 year,RENT,40000,16-May,Current,debt_consolidation,WI,700
65637711,6400, 36 months,5.32,A,A1,Controller,5 years,RENT,125000,15-Nov,Fully Paid,debt_consolidation,CA,730
78299756,7000, 36 months,5.32,A,A1,truck driver,< 1 year,OWN,90000,16-May,Fully Paid,credit_card,WV,735
137802504,5000, 36 months,16.14,C,C4,Reimbursement Specialist,< 1 year,RENT,43400,18-Aug,Current,major_purchase,CA,670
126823521,22000, 60 months,20,D,D4,Transp. Eng. Technician,10+ years,MORTGAGE,72000,18-Jan,Charged Off,debt_consolidation,CA,725
84060269,10000, 36 months,13.99,C,C3,corrections officer,5 years,RENT,45000,16-Jun,Fully Paid,debt_consolidation,WA,675
113192110,25000, 60 months,14.08,C,C3,Associate Attorney,1 year,RENT,100000,17-Jul,Fully Paid,debt_consolidation,LA,665
126449892,10000, 36 months,6.08,A,A2,Facilities Operations Manager,5 years,RENT,94500,18-Jan,Current,debt_consolidation,TX,790
113933855,5000, 36 months,9.93,B,B2,Price Adjuster,1 year,RENT,25200,17-Aug,Current,credit_card,NJ,710
72656201,3350, 36 months,8.39,B,B1,Program Director,2 years,OWN,76000,16-Mar,Fully Paid,credit_card,OH,710
50273752,19550, 36 months,8.18,B,B1,Accountant,9 years,OWN,65000,15-May,Fully Paid,debt_consolidation,CT,780
127368058,8000, 36 months,12.62,C,C1,Polish machine tech,< 1 year,RENT,30000,18-Jan,Fully Paid,debt_consolidation,NY,695
138241249,32500, 60 months,10.08,B,B1,Project Manager,< 1 year,OWN,77000,18-Aug,Current,house,WI,765
54259881,17000, 60 months,17.86,D,D5,Ophthalmic Technician,10+ years,RENT,49000,15-Jul,Charged Off,other,WA,775
115376730,28000, 60 months,16.02,C,C5,Project Manager ,< 1 year,MORTGAGE,115000,17-Aug,Current,credit_card,PA,690
140370481,21525, 60 months,7.84,A,A4,Office Manager & Executive Assistant,3 years,RENT,150000,18-Sep,Fully Paid,credit_card,TX,790
140749802,22000, 60 months,11.55,B,B4,Operations Supervisor,10+ years,RENT,56000,18-Sep,Current,debt_consolidation,CA,710
110242319,11200, 36 months,7.97,A,A5,Billing,4 years,RENT,55000,17-Jun,Current,debt_consolidation,HI,695
126831604,12000, 36 months,7.97,A,A5,Departmental Analyst,10+ years,MORTGAGE,66126,18-Jan,Current,credit_card,MI,680
61410307,15000, 36 months,8.18,B,B1,Operation Manager,10+ years,MORTGAGE,88200,15-Oct,Fully Paid,debt_consolidation,CA,670
41082459,9025, 36 months,14.65,C,C5,Installer / Production,1 year,RENT,30000,15-Feb,Charged Off,debt_consolidation,AZ,700
119154011,10000, 36 months,7.21,A,A3,Service Center Manager,9 years,MORTGAGE,97000,17-Sep,Current,debt_consolidation,TX,710
79290555,20000, 36 months,9.16,B,B2,Sals,2 years,OWN,60000,16-Jun,Fully Paid,debt_consolidation,IL,710
73488984,5600, 36 months,9.75,B,B3,RN,4 years,MORTGAGE,92000,16-Mar,Fully Paid,car,WA,700
111057151,20000, 60 months,9.44,B,B1,Assistant Principal ,10+ years,RENT,101000,17-Jun,Current,credit_card,CA,740
40552221,6000, 36 months,11.99,B,B5,systems installer,5 years,MORTGAGE,80000,15-Feb,Fully Paid,debt_consolidation,NY,665
67368175,7500, 36 months,11.22,B,B5,assistant Program Director,1 year,RENT,30000,15-Dec,Fully Paid,credit_card,MA,705
140368029,20000, 60 months,15.02,C,C3,orthotist,10+ years,MORTGAGE,70000,18-Sep,Current,debt_consolidation,OH,685
55971117,29250, 60 months,10.99,B,B4,electrician,10+ years,MORTGAGE,120000,15-Aug,Current,credit_card,MA,690
119390789,5600, 36 months,19.03,D,D3,director of opertion,< 1 year,MORTGAGE,137000,17-Sep,Charged Off,debt_consolidation,NJ,675
109644663,24000, 60 months,28.72,F,F1,Regional Manager,6 years,MORTGAGE,125000,17-May,Current,debt_consolidation,KS,670
105141433,10000, 36 months,11.44,B,B4,"Vice President, Healthcare Diagnostics",10+ years,MORTGAGE,360000,17-Apr,Current,debt_consolidation,TN,665
53151599,12000, 36 months,13.33,C,C3,labor,6 years,MORTGAGE,38000,15-Jul,Fully Paid,credit_card,NC,660
55256155,8400, 36 months,10.99,B,B4,VP,1 year,MORTGAGE,72000,15-Jul,Fully Paid,debt_consolidation,OH,695
48404621,5000, 36 months,9.99,B,B3,Car Hiker,10+ years,RENT,48000,15-May,Fully Paid,debt_consolidation,IL,670
43709818,5000, 36 months,11.53,B,B5,Intake Supervisor,10+ years,MORTGAGE,85000,15-Mar,Fully Paid,other,NJ,680
48695010,10800, 36 months,14.65,C,C5,Front desk clerk,4 years,RENT,27000,15-May,Charged Off,debt_consolidation,CA,660
110757916,18000, 60 months,15.05,C,C4,Account Manager,5 years,RENT,60000,17-Jun,Charged Off,other,NC,685
109976506,12000, 60 months,9.93,B,B2,Facilities Planning Associate,5 years,MORTGAGE,65000,17-May,Fully Paid,debt_consolidation,CO,725
71776410,12000, 60 months,9.16,B,B2,Program Director ,10+ years,MORTGAGE,116000,16-Mar,Current,credit_card,CA,710
111412490,1800, 36 months,16.02,C,C5,Packer picker,< 1 year,RENT,38000,17-Jun,Current,vacation,CT,715
137309777,27000, 36 months,7.84,A,A4,Key Hourly,3 years,OWN,45000,18-Jul,Current,debt_consolidation,PA,770
137888849,16800, 36 months,12.73,B,B5,Sheet Metal worker,9 years,RENT,120000,18-Aug,Current,debt_consolidation,NY,680
76293628,20000, 36 months,11.47,B,B5,sales ambassador,5 years,RENT,48000,16-Apr,Current,medical,LA,715
77441200,16000, 60 months,15.31,C,C5,Accounts Payable Manager,1 year,MORTGAGE,45000,16-May,Current,debt_consolidation,CA,665
115420434,5350, 36 months,19.03,D,D3,ofc manager,10+ years,OWN,42000,17-Aug,Fully Paid,credit_card,TX,695
61399573,8000, 36 months,6.24,A,A2,Program Manager,3 years,MORTGAGE,42000,15-Oct,Fully Paid,major_purchase,VT,760
136685067,6600, 36 months,19.92,D,D3,operations officer,< 1 year,RENT,48000,18-Jul,Current,credit_card,LA,665
128562946,15000, 36 months,5.32,A,A1,Route representative ,3 years,RENT,52000,18-Feb,Current,credit_card,NY,725
107549860,36000, 60 months,12.74,C,C1,Interventional Radiologist,3 years,MORTGAGE,325000,17-May,Current,debt_consolidation,IL,735
63440014,15000, 36 months,7.26,A,A4,manager,4 years,MORTGAGE,46000,15-Nov,Fully Paid,credit_card,KS,725
66442991,17000, 60 months,13.18,C,C3,route sales representative,10+ years,MORTGAGE,75000,15-Dec,Fully Paid,debt_consolidation,OR,660
38545543,7500, 36 months,11.99,B,B5,Server,10+ years,RENT,27000,15-Jan,Charged Off,debt_consolidation,SC,660
126741329,13000, 36 months,6.72,A,A3,Sr. Systems Engineer,8 years,MORTGAGE,113000,18-Jan,Fully Paid,debt_consolidation,PA,755
62245323,11700, 36 months,6.24,A,A2,Industrial Engineer,5 years,OWN,72000,15-Oct,Fully Paid,credit_card,GA,695
107413765,26375, 36 months,11.49,B,B5,Police Office,9 years,RENT,73327.8,17-May,Charged Off,credit_card,CA,685
106386918,7200, 36 months,8.24,B,B1,CNA,10+ years,MORTGAGE,50000,17-Apr,Fully Paid,debt_consolidation,TX,720
43155808,6000, 36 months,12.69,C,C2,Veterinary Technician,3 years,RENT,23000,15-Mar,Fully Paid,debt_consolidation,MN,680
53212764,25000, 60 months,18.25,E,E1,Application Developer Master,10+ years,MORTGAGE,90000,15-Jul,Charged Off,debt_consolidation,TX,690
75095230,1550, 36 months,15.31,C,C5,Highway Inspector,1 year,RENT,50000,16-Mar,Fully Paid,major_purchase,TX,685
38618009,15000, 36 months,14.31,C,C4,owner,3 years,RENT,90000,15-Jan,Fully Paid,debt_consolidation,SD,705
129356280,16000, 36 months,7.96,A,A5,High Pressure Mechanic A,10+ years,RENT,100000,18-Mar,Current,debt_consolidation,NY,710
79094644,7000, 36 months,9.16,B,B2,franchise business consultant,< 1 year,MORTGAGE,80000,16-May,Fully Paid,credit_card,TX,675
58583260,28000, 60 months,16.55,D,D2,RN education coordinator ,10+ years,MORTGAGE,79000,15-Aug,Current,credit_card,WA,680
44945947,5500, 36 months,12.29,C,C1,Senior Mining Engineer ,9 years,RENT,89616,15-Apr,Fully Paid,debt_consolidation,AZ,700
40453907,12000, 60 months,12.39,C,C1,Associate Show Producer,5 years,RENT,49405,15-Feb,Late (31-120 days),credit_card,CA,660
125810866,12000, 60 months,9.44,B,B1,VP Operations ,3 years,MORTGAGE,80000,18-Jan,Current,debt_consolidation,NV,735
107521036,16000, 36 months,11.49,B,B5,QA Engineer,2 years,RENT,70000,17-May,Charged Off,debt_consolidation,CA,680
76051269,10000, 36 months,16.29,D,D1,Agriculture and Natural Resource Agent ,7 years,MORTGAGE,44290,16-Mar,Current,debt_consolidation,MS,665
76426300,10000, 36 months,5.32,A,A1,Vice President,4 years,MORTGAGE,96000,16-Apr,Fully Paid,other,OR,750
38636357,9325, 36 months,20.99,E,E4,Automotive Tech,3 years,RENT,31392,15-Jan,Fully Paid,credit_card,VA,660
138366600,11000, 36 months,8.46,A,A5,Lieutenant ,10+ years,MORTGAGE,74500,18-Aug,Current,major_purchase,AL,760
50193611,6000, 36 months,9.99,B,B3,contract advisor,< 1 year,MORTGAGE,145000,15-May,Fully Paid,debt_consolidation,TX,675
128491507,12000, 60 months,20,D,D4,BPS,9 years,OWN,90000,18-Feb,Current,debt_consolidation,NY,685
68525518,20000, 60 months,13.99,C,C4,Registered Nurse,< 1 year,MORTGAGE,57570,15-Dec,Current,debt_consolidation,VA,675
127092883,20000, 60 months,16.02,C,C5,Operations Manager ,5 years,OWN,80000,18-Jan,Current,small_business,FL,670
129343218,5000, 36 months,7.34,A,A4,RN Nurse Manager,1 year,MORTGAGE,69000,18-Feb,Current,home_improvement,OH,705
76438559,16000, 60 months,13.67,C,C3,Associate Director of Organizing ,5 years,RENT,66000,16-May,Charged Off,debt_consolidation,CA,690
139039336,12000, 60 months,16.91,C,C5,Customer care,10+ years,RENT,50000,18-Aug,Current,car,MN,730
46634490,20000, 36 months,5.93,A,A1,steward assistant ,10+ years,RENT,50000,15-May,Fully Paid,credit_card,NY,800
51056114,20000, 36 months,9.99,B,B3,Project Engineer,3 years,RENT,154000,15-Jun,Charged Off,debt_consolidation,CA,685
43801222,28000, 36 months,11.53,B,B5,Clinical lab scientist,2 years,RENT,165000,15-Mar,Fully Paid,debt_consolidation,CA,675
77249516,3500, 36 months,5.32,A,A1,Human Services Technician III,2 years,RENT,41591.5,16-Apr,Fully Paid,debt_consolidation,CA,770
117188772,16000, 36 months,7.07,A,A2,Program Senior-Engine Design,10+ years,MORTGAGE,119000,17-Aug,Current,debt_consolidation,MI,745
138761230,6000, 36 months,15.02,C,C3,Foundry Worker,10+ years,RENT,30000,18-Aug,Current,debt_consolidation,NY,690
74705371,8000, 36 months,9.75,B,B3,Crew leader,10+ years,MORTGAGE,92000,16-Mar,Fully Paid,home_improvement,IL,685
117277785,15000, 36 months,21.45,D,D5,Driver,10+ years,OWN,40000,17-Aug,Current,debt_consolidation,FL,685
65077276,28000, 60 months,16.55,D,D2,Nurse Practitioner,8 years,OWN,100000,15-Nov,Fully Paid,home_improvement,MN,670
119273494,13000, 36 months,12.62,C,C1,driver,< 1 year,RENT,100000,17-Sep,Fully Paid,credit_card,TX,665
75221270,8000, 36 months,8.39,B,B1,Tax Program Technician I ,6 years,RENT,40000,16-Mar,Current,debt_consolidation,CA,670
129065826,13000, 36 months,7.97,A,A5,Assistant Manager,10+ years,MORTGAGE,58000,18-Feb,Current,debt_consolidation,SC,690
130344006,10000, 36 months,13.58,C,C2,Traffic Manager ,10+ years,MORTGAGE,74000,18-Mar,Fully Paid,credit_card,AR,670
111620693,10000, 60 months,15.05,C,C4,Lead mmg.,10+ years,RENT,33000,17-Jun,Current,debt_consolidation,ME,660
42494629,8000, 36 months,12.69,C,C2,Conveyancer,< 1 year,RENT,38584,15-Mar,Fully Paid,debt_consolidation,PA,670
50455863,12000, 60 months,14.65,C,C5,General Manager,10+ years,MORTGAGE,54000,15-Jun,Charged Off,credit_card,FL,705
115074097,5000, 36 months,11.99,B,B5,Driver & helper,10+ years,RENT,190000,17-Aug,Current,vacation,NY,690
52321272,16000, 60 months,18.55,E,E2,maintenance tech,1 year,MORTGAGE,85000,15-Jun,Fully Paid,debt_consolidation,CO,700
63385272,15000, 36 months,6.89,A,A3,Quality systems manager,8 years,MORTGAGE,98000,15-Nov,Fully Paid,debt_consolidation,OH,755
109584663,24000, 60 months,12.62,C,C1,Owner,10+ years,MORTGAGE,150000,17-Jun,Current,credit_card,WA,685
126749343,16800, 36 months,11.99,B,B5,Security,3 years,MORTGAGE,81000,18-Jan,Fully Paid,credit_card,IN,690
40097355,8000, 36 months,6.49,A,A2,Owner,10+ years,MORTGAGE,80000,15-Feb,Fully Paid,debt_consolidation,WI,695
129249723,20000, 60 months,21.85,D,D5,IT Manager,10+ years,OWN,128000,18-Mar,Current,debt_consolidation,VA,665
129680983,30000, 36 months,10.9,B,B4,Sr. Dorector PreSales ,8 years,RENT,185000,18-Mar,Current,debt_consolidation,FL,670
61502129,18000, 60 months,12.29,C,C1,Police Officer,10+ years,RENT,84000,15-Oct,Fully Paid,debt_consolidation,FL,700
49237827,9600, 36 months,12.29,C,C1,Client Service Rep,10+ years,OWN,78000,15-May,Fully Paid,debt_consolidation,IL,690
40950214,20000, 36 months,12.29,C,C1,Risk Management,3 years,RENT,125000,15-Feb,Fully Paid,debt_consolidation,FL,675
117118671,10000, 36 months,9.93,B,B2,Store Manager,1 year,MORTGAGE,136000,17-Aug,Fully Paid,debt_consolidation,AL,660
114789576,3000, 36 months,19.03,D,D3,paralegal,5 years,MORTGAGE,47000,17-Aug,Current,medical,CO,675
65905123,17000, 36 months,7.26,A,A4,Electrician,< 1 year,RENT,52000,15-Dec,Fully Paid,debt_consolidation,NC,690
39701159,16000, 36 months,9.49,B,B2,Branch Manager,10+ years,RENT,52000,15-Jan,Fully Paid,debt_consolidation,LA,660
125737378,4000, 36 months,7.97,A,A5,School Bus Driver,3 years,RENT,24000,18-Jan,Current,debt_consolidation,CO,680
109969790,10525, 36 months,15.05,C,C4,Public safety officer,1 year,RENT,38000,17-Jun,Current,debt_consolidation,NY,775
80758317,20000, 36 months,7.39,A,A4,Billing/customer service,10+ years,MORTGAGE,48000,16-Jun,Current,debt_consolidation,FL,710
119385425,30000, 60 months,29.69,F,F2,Service Administration Manager ,2 years,RENT,48000,17-Sep,Fully Paid,debt_consolidation,CA,665
72613187,8000, 36 months,5.32,A,A1,Executive Chef,1 year,RENT,95000,16-Mar,Charged Off,other,AL,760
138774990,11200, 60 months,26.31,E,E4,Class 1 Welder ,4 years,MORTGAGE,42000,18-Aug,Current,other,SD,705
129927681,30000, 60 months,26.77,E,E5,Academy Training Facilitator,8 years,RENT,48300,18-Mar,Fully Paid,debt_consolidation,MI,675
48060950,19300, 60 months,11.53,B,B5,Librarian I,2 years,MORTGAGE,44000,15-May,Current,debt_consolidation,SD,665
38655356,15000, 36 months,11.44,B,B4,Engineer,1 year,MORTGAGE,60000,15-Jan,Fully Paid,debt_consolidation,MI,670
61479957,4475, 36 months,9.99,B,B3,Vice President,10+ years,MORTGAGE,70000,15-Oct,Fully Paid,other,NJ,750
128951870,6625, 36 months,17.09,D,D1,Accounting Specialist,2 years,MORTGAGE,34000,18-Feb,Current,home_improvement,IN,735
56522483,25000, 36 months,7.89,A,A5,Associate Business Analyst,1 year,RENT,90000,15-Aug,Fully Paid,debt_consolidation,MA,710
75860903,11250, 36 months,19.53,D,D5,Aircraft Technician,3 years,RENT,61000,16-Apr,Fully Paid,debt_consolidation,RI,700
48806149,24000, 60 months,15.61,D,D1,Inside Sales,9 years,RENT,75000,15-May,Current,debt_consolidation,NC,700
81467115,8400, 36 months,6.49,A,A2,Vice President,10+ years,MORTGAGE,92000,16-Jun,Fully Paid,car,CA,715
116826462,32000, 36 months,10.42,B,B3,Director ,1 year,RENT,126000,17-Aug,Late (31-120 days),debt_consolidation,DC,695
119362609,12000, 36 months,5.32,A,A1,Director of NOC Services,6 years,RENT,135000,17-Sep,Fully Paid,debt_consolidation,IL,685
115068373,24000, 36 months,17.09,D,D1,RN Case Manager,8 years,RENT,75000,17-Aug,Current,debt_consolidation,TX,710
113178650,7875, 36 months,13.59,C,C2,Warehouse,10+ years,RENT,38000,17-Jul,Current,credit_card,CA,660
41420262,20000, 60 months,10.99,B,B4,Web Developer,8 years,MORTGAGE,70000,15-Feb,Fully Paid,credit_card,NV,675
60496445,4000, 36 months,8.18,B,B1,Fixed Operations Director ,10+ years,OWN,140000,15-Sep,Fully Paid,other,CO,680
61168222,22500, 36 months,9.17,B,B2,General Manager,6 years,RENT,80000,15-Oct,Fully Paid,credit_card,GA,735
48274368,20000, 60 months,10.99,B,B4,Labor foreman,7 years,MORTGAGE,90000,15-May,Fully Paid,debt_consolidation,MA,725
55565169,7000, 36 months,7.26,A,A4,Supervisor,10+ years,RENT,65000,15-Jul,Fully Paid,credit_card,CA,710
136225246,10000, 36 months,22.35,D,D5,Director of Leadership,10+ years,MORTGAGE,150000,18-Jul,Current,home_improvement,SC,665
112725317,2000, 36 months,17.09,D,D1,Art Director,4 years,RENT,66000,17-Jul,Fully Paid,other,MD,710
66472253,15000, 36 months,5.32,A,A1,realtor/cytotechnologist,10+ years,OWN,85000,15-Dec,Fully Paid,home_improvement,CA,735
104875415,15000, 36 months,7.24,A,A3,Assoc. Director,10+ years,MORTGAGE,90000,17-Apr,Fully Paid,debt_consolidation,KY,730
114956584,35000, 36 months,7.97,A,A5,Managing Director ,8 years,MORTGAGE,700000,17-Aug,Current,debt_consolidation,NY,700
127940231,9000, 36 months,7.97,A,A5,vault clerk,10+ years,RENT,46000,18-Jan,Fully Paid,debt_consolidation,CA,770
119236880,20000, 36 months,7.07,A,A2,District Manager,1 year,RENT,140000,17-Sep,Fully Paid,debt_consolidation,FL,755
126644607,9300, 36 months,17.09,D,D1,Server,3 years,RENT,36000,18-Jan,Current,credit_card,TX,695
106155624,6000, 36 months,7.99,A,A5,Medicaid Coordinator/Pupil Accounting,10+ years,MORTGAGE,53000,17-Apr,Charged Off,debt_consolidation,MI,715
62924483,4525, 36 months,18.55,E,E2,Unit Coordinator,10+ years,RENT,46000,15-Oct,Charged Off,debt_consolidation,WI,670
118648156,12000, 60 months,13.59,C,C2,Security director ,10+ years,RENT,120000,17-Sep,Fully Paid,other,LA,660
116575417,25325, 36 months,12.62,C,C1,Secretary,10+ years,OWN,52780,17-Aug,Current,debt_consolidation,CT,715
130883771,40000, 36 months,6.71,A,A3,Physician,9 years,MORTGAGE,425000,18-Mar,Current,other,DE,715
110793794,7500, 36 months,7.97,A,A5,Mail carrier ,2 years,RENT,52235,17-Jun,Fully Paid,other,AZ,740
68019679,12000, 36 months,11.99,C,C1,Manager,10+ years,MORTGAGE,65000,15-Dec,Fully Paid,credit_card,PA,690
111057216,8000, 36 months,12.62,C,C1,Eviction Coordinator,2 years,MORTGAGE,55000,17-Jul,Fully Paid,debt_consolidation,CO,670
129213363,9500, 36 months,9.43,B,B1,Premises Technician,3 years,MORTGAGE,56000,18-Feb,Current,debt_consolidation,KS,660
114174244,6000, 36 months,14.08,C,C3,Fire guard,3 years,RENT,27540,17-Aug,Fully Paid,debt_consolidation,NY,735
67788250,1000, 36 months,8.38,B,B1,Attorney,10+ years,MORTGAGE,110000,15-Dec,Fully Paid,debt_consolidation,VA,695
120059526,28000, 60 months,30.17,F,F3,Administrative Officer ,3 years,MORTGAGE,74779,17-Sep,Charged Off,debt_consolidation,IL,685
108875941,9775, 36 months,7.97,A,A5,owner/provider,10+ years,MORTGAGE,52800,17-May,Current,debt_consolidation,MI,830
73202304,5000, 36 months,8.39,B,B1,Sales,1 year,RENT,200000,16-Mar,Fully Paid,major_purchase,CA,680
78439698,20000, 36 months,9.16,B,B2,Barber,< 1 year,OWN,50000,16-May,Charged Off,debt_consolidation,CA,725
65677137,10000, 36 months,8.38,B,B1,Registered nurse,10+ years,MORTGAGE,140000,15-Dec,Fully Paid,credit_card,HI,685
111414903,8000, 36 months,19.03,D,D3,Motorcycle Tech,5 years,OWN,35000,17-Jun,Fully Paid,debt_consolidation,SC,670
139389768,20000, 36 months,10.08,B,B1,Executive Director,10+ years,MORTGAGE,130000,18-Aug,Current,debt_consolidation,CA,695
56012193,15000, 36 months,11.53,B,B5,Assistant branch manager,10+ years,MORTGAGE,70000,15-Jul,Fully Paid,debt_consolidation,FL,670
75121090,14400, 60 months,20.75,E,E2,Sales Rep,2 years,RENT,60000,16-Mar,Fully Paid,other,AZ,665
106905754,17100, 60 months,15.99,C,C5,Transfer Coordinator,10+ years,OWN,59000,17-Apr,Current,credit_card,WI,700
107135118,4000, 36 months,5.32,A,A1,Business Analyst,7 years,RENT,49000,17-Apr,Fully Paid,credit_card,NC,715
50819362,11000, 36 months,7.26,A,A4,Maintenance Superviser,2 years,MORTGAGE,75000,15-Jun,Fully Paid,credit_card,AL,670
64049248,12000, 60 months,14.33,C,C5,hvac boiler officer,9 years,MORTGAGE,96000,15-Nov,Fully Paid,debt_consolidation,UT,685
63218102,3000, 36 months,11.53,B,B5,telecommunicator,2 years,RENT,35500,15-Oct,Charged Off,debt_consolidation,FL,660
60742112,10000, 36 months,7.26,A,A4,Pro Shop Management,3 years,MORTGAGE,75000,15-Oct,Fully Paid,debt_consolidation,IN,705
68547679,18500, 60 months,12.88,C,C2,Supply Chain Coord.,10+ years,MORTGAGE,70000,15-Dec,Fully Paid,debt_consolidation,TX,675
74721634,24000, 60 months,10.75,B,B4,"Realtor,collections Manager",6 years,OWN,76000,16-Mar,Fully Paid,small_business,GA,700
55827517,7000, 36 months,8.18,B,B1,Research Scientist,2 years,RENT,128000,15-Jul,Fully Paid,debt_consolidation,CA,670
64968406,2100, 36 months,17.86,D,D5,Associate,< 1 year,RENT,6000,15-Nov,Fully Paid,credit_card,NY,690
43350874,13000, 36 months,12.29,C,C1,Manager,5 years,OWN,75000,15-Mar,Fully Paid,debt_consolidation,MA,710
76291660,10000, 36 months,14.46,C,C4,School Principal,10+ years,MORTGAGE,107000,16-Apr,Current,debt_consolidation,CA,705
52698290,4800, 36 months,12.69,C,C2,Superintendent,10+ years,MORTGAGE,107000,15-Jun,Fully Paid,other,IL,770
62146588,6400, 36 months,7.89,A,A5,Vp,5 years,RENT,100000,15-Oct,Fully Paid,debt_consolidation,CA,695
53312217,16000, 36 months,15.61,D,D1,Sr.Supervisor,4 years,MORTGAGE,200000,15-Jul,Fully Paid,debt_consolidation,OR,670
75369285,12000, 36 months,8.39,B,B1,Receptionist,1 year,RENT,36000,16-Mar,Charged Off,credit_card,TN,670
45404235,18350, 36 months,15.61,D,D1,Supervisor,10+ years,MORTGAGE,72000,15-Apr,Fully Paid,debt_consolidation,MN,670
59109733,30000, 36 months,7.89,A,A5,Regional Manager ,10+ years,OWN,250000,15-Aug,Fully Paid,debt_consolidation,NY,700
43590362,15000, 36 months,8.18,B,B1,Research Analyst,< 1 year,RENT,60500,15-Mar,Fully Paid,credit_card,NY,680
39360052,35000, 60 months,20.99,E,E4,Associate Director of Finance,2 years,MORTGAGE,117500,15-Jan,Fully Paid,debt_consolidation,NJ,730
47179359,12000, 60 months,16.99,D,D3,supervisor,4 years,MORTGAGE,41000,15-May,Charged Off,debt_consolidation,OH,675
41049861,10000, 36 months,12.69,C,C2,Banquet Manager,10+ years,RENT,59700,15-Feb,Fully Paid,debt_consolidation,HI,690
51007727,35000, 60 months,10.99,B,B4,Nurse practitioner ,6 years,MORTGAGE,128000,15-Jun,Charged Off,debt_consolidation,TX,660
130706982,10000, 36 months,16.01,C,C5,Mail Handler,3 years,RENT,45000,18-Mar,Current,debt_consolidation,FL,680
46620601,17700, 60 months,14.65,C,C5,Ramp Agent,8 years,RENT,35500,15-Apr,Charged Off,credit_card,FL,735
136913111,10000, 60 months,16.14,C,C4,Traffic Coordinator,8 years,RENT,38000,18-Jul,Current,home_improvement,AR,690
59309404,11350, 60 months,15.61,D,D1,Warehouse Manager,5 years,MORTGAGE,50000,15-Aug,Current,debt_consolidation,IL,675
130540324,8400, 36 months,6.07,A,A2,owner,10+ years,MORTGAGE,110000,18-Mar,Fully Paid,debt_consolidation,RI,710
110798372,6000, 36 months,18.06,D,D2,Store Manager,10+ years,MORTGAGE,150000,17-Jun,Fully Paid,other,FL,685
136310074,4000, 36 months,13.56,C,C1,Stocker,4 years,RENT,30500,18-Jul,Current,debt_consolidation,CA,660
107090077,29425, 60 months,22.74,E,E1,Loan Officer Assistant,< 1 year,MORTGAGE,64000,17-May,Fully Paid,debt_consolidation,CA,665
68272578,20250, 36 months,16.59,D,D2,sales,1 year,RENT,40536,15-Dec,Fully Paid,debt_consolidation,CA,695
61331292,35000, 60 months,10.99,B,B4,President ,5 years,OWN,350000,15-Oct,Fully Paid,debt_consolidation,FL,735
75931931,15000, 36 months,14.46,C,C4,Solutions Specialist,3 years,MORTGAGE,75000,16-Mar,Charged Off,debt_consolidation,MD,720
75517341,15000, 36 months,17.27,D,D2,technician,10+ years,RENT,49000,16-Mar,Charged Off,debt_consolidation,CA,675
112047119,3000, 36 months,9.44,B,B1,Chief of Police,10+ years,MORTGAGE,74460,17-Jul,Current,home_improvement,TX,695
67565134,12500, 36 months,8.38,B,B1,Sales and Marketing,6 years,RENT,60000,15-Dec,Fully Paid,credit_card,AZ,670
76549085,21600, 60 months,21.18,E,E3,Tribal Gaming Agent,10+ years,RENT,52000,16-May,Current,debt_consolidation,WA,680
38630046,25000, 60 months,13.66,C,C3,Senior Manager,7 years,RENT,108000,15-Feb,Fully Paid,credit_card,FL,700
112349538,10000, 36 months,7.21,A,A3,Assistant Professor,1 year,RENT,200000,17-Jul,Current,credit_card,NY,710
66462545,24000, 36 months,12.59,C,C2,Nurse Manager,5 years,MORTGAGE,90000,15-Dec,Fully Paid,debt_consolidation,NM,665
