,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
551153,119195466,,20500.0,20500.0,20500.0, 36 months,9.93,660.81,B,B2,Customer Support Rep.,< 1 year,RENT,54000.0,Verified,Sep-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=119195466,,debt_consolidation,Debt consolidation,946xx,CA,7.82,0.0,Aug-08,755.0,759.0,2.0,,,5.0,0.0,327.0,1.3,35.0,w,0.0,0.0,21818.29657,21818.3,20500.0,1318.3,0.0,0.0,0.0,May-18,16998.28,,Mar-19,669.0,665.0,0.0,,1.0,Individual,,,,0.0,0.0,147281.0,2.0,2.0,3.0,4.0,4.0,146954.0,70.0,1.0,2.0,199.0,7.0,24500.0,2.0,2.0,2.0,6.0,29456.0,24173.0,1.3,0.0,0.0,109.0,68.0,1.0,1.0,0.0,1.0,,3.0,,0.0,2.0,2.0,3.0,4.0,30.0,3.0,5.0,2.0,5.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,168483.0,147281.0,24500.0,143983.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
993929,73702981,,20000.0,20000.0,20000.0, 60 months,17.27,499.96,D,D2,Dental Hygienist ,3 years,RENT,71000.0,Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=73702981,,debt_consolidation,,112xx,NY,13.89,0.0,Aug-03,685.0,689.0,0.0,,,16.0,0.0,28458.0,77.8,30.0,w,0.0,0.0,24012.20782,24012.21,20000.0,4012.21,0.0,0.0,0.0,Jul-17,17031.96,,Feb-19,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,43134.0,0.0,5.0,0.0,0.0,53.0,14676.0,96.0,0.0,3.0,5990.0,83.0,36600.0,0.0,0.0,0.0,3.0,2876.0,545.0,97.5,0.0,0.0,141.0,151.0,23.0,23.0,0.0,23.0,,23.0,,0.0,4.0,9.0,5.0,9.0,11.0,11.0,19.0,9.0,16.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,51892.0,43134.0,22000.0,15292.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
179459,57224710,,17000.0,17000.0,16900.0, 36 months,7.89,531.86,A,A5,polysolmnographist,4 years,RENT,60000.0,Not Verified,Aug-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57224710,,debt_consolidation,Debt consolidation,706xx,LA,14.03,0.0,Mar-05,710.0,714.0,0.0,,,5.0,0.0,17443.0,85.5,8.0,f,0.0,0.0,19139.34678,19026.76,17000.0,2139.35,0.0,0.0,0.0,Aug-18,531.7,,Jan-19,769.0,765.0,0.0,,1.0,Individual,,,,0.0,0.0,22551.0,,,,,,,,,,,,20400.0,,,,0.0,4510.0,2957.0,85.5,0.0,0.0,125.0,98.0,34.0,34.0,0.0,34.0,,,,0.0,4.0,4.0,4.0,5.0,2.0,4.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0,36531.0,22551.0,20400.0,16131.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
696882,78740697,,4000.0,4000.0,4000.0, 36 months,8.39,126.07,B,B1,service manager,10+ years,OWN,52000.0,Not Verified,May-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78740697,,credit_card,Credit card refinancing,440xx,OH,9.41,0.0,Feb-91,665.0,669.0,0.0,66.0,52.0,4.0,4.0,2807.0,13.4,12.0,w,0.0,0.0,4514.077424,4514.08,4000.0,514.08,0.0,0.0,0.0,Oct-18,987.85,,Mar-19,779.0,775.0,0.0,112.0,1.0,Individual,,,,0.0,1587.0,2807.0,0.0,0.0,0.0,0.0,142.0,0.0,,0.0,1.0,1329.0,13.0,21000.0,0.0,0.0,1.0,1.0,702.0,18193.0,13.4,0.0,0.0,160.0,302.0,15.0,15.0,2.0,15.0,112.0,8.0,112.0,1.0,4.0,4.0,4.0,6.0,2.0,4.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,83.3,25.0,0.0,3.0,21000.0,2807.0,21000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
990215,75720280,,16000.0,16000.0,16000.0, 60 months,11.99,355.84,C,C1,Director of FInance,9 years,MORTGAGE,170000.0,Not Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75720280,,debt_consolidation,Debt consolidation,782xx,TX,8.6,0.0,Sep-02,715.0,719.0,1.0,,,14.0,0.0,27200.0,38.9,38.0,w,0.0,0.0,17891.13247,17891.13,16000.0,1891.13,0.0,0.0,0.0,Apr-17,13987.55,,Dec-18,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,699066.0,2.0,1.0,2.0,4.0,3.0,54229.0,,3.0,7.0,9469.0,39.0,70000.0,0.0,0.0,4.0,11.0,53774.0,33500.0,44.8,0.0,0.0,150.0,162.0,2.0,2.0,3.0,2.0,,2.0,,0.0,3.0,3.0,6.0,15.0,7.0,12.0,28.0,3.0,14.0,0.0,0.0,0.0,5.0,100.0,33.3,0.0,0.0,767020.0,81429.0,60700.0,55320.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
23042,66606046,,12800.0,12800.0,12800.0, 36 months,9.76,411.58,B,B3,Director of Dining Services,3 years,MORTGAGE,79000.0,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66606046,,credit_card,Credit card refinancing,132xx,NY,10.6,1.0,Feb-89,675.0,679.0,0.0,17.0,,12.0,0.0,11566.0,67.6,23.0,w,0.0,0.0,14802.967209999999,14802.97,12800.0,2002.97,0.0,0.0,0.0,Dec-18,411.55,,Mar-19,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,49818.0,,,,,,,,,,,,17100.0,,,,3.0,4152.0,3147.0,78.3,0.0,0.0,140.0,322.0,10.0,10.0,0.0,10.0,29.0,7.0,17.0,0.0,5.0,6.0,5.0,6.0,10.0,8.0,13.0,6.0,12.0,0.0,0.0,0.0,2.0,69.6,60.0,0.0,0.0,67168.0,49818.0,14500.0,50068.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
949608,107638332,,2400.0,2400.0,2400.0, 36 months,17.99,86.76,D,D2,Physician,10+ years,OWN,205000.0,Source Verified,May-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=107638332,,home_improvement,Home improvement,989xx,WA,17.26,0.0,Sep-92,660.0,664.0,2.0,,,19.0,0.0,73180.0,88.9,40.0,f,0.0,0.0,2805.08488,2805.08,2400.0,405.08,0.0,0.0,0.0,Jun-18,1766.36,,Jan-19,809.0,805.0,0.0,,1.0,Individual,,,,0.0,0.0,234251.0,1.0,4.0,0.0,0.0,26.0,51195.0,47.0,2.0,3.0,12344.0,77.0,82300.0,4.0,6.0,5.0,3.0,12329.0,3553.0,93.6,0.0,0.0,295.0,185.0,3.0,3.0,2.0,3.0,,1.0,,0.0,10.0,13.0,10.0,14.0,12.0,14.0,25.0,13.0,19.0,0.0,0.0,0.0,2.0,100.0,90.0,0.0,0.0,360874.0,124375.0,55800.0,83021.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
521429,126384450,,16625.0,16625.0,16625.0, 60 months,21.45,453.99,D,D5,Supervisor,10+ years,MORTGAGE,120000.0,Verified,Jan-18,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126384450,,debt_consolidation,Debt consolidation,199xx,DE,33.19,0.0,Jul-96,690.0,694.0,2.0,,,21.0,0.0,49673.0,77.5,35.0,w,0.0,0.0,18400.72105,18400.72,16625.0,1775.72,0.0,0.0,0.0,Jul-18,16170.39,,Jul-18,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,278878.0,0.0,6.0,0.0,1.0,24.0,67518.0,66.0,0.0,2.0,9200.0,71.0,64100.0,2.0,7.0,2.0,3.0,13944.0,11489.0,73.8,0.0,0.0,127.0,258.0,16.0,16.0,3.0,31.0,,2.0,,0.0,6.0,10.0,8.0,11.0,12.0,14.0,20.0,10.0,21.0,0.0,0.0,0.0,0.0,100.0,62.5,0.0,0.0,381376.0,117191.0,43900.0,118276.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
995264,75285797,,15000.0,15000.0,15000.0, 36 months,11.99,498.15,C,C1,technician,7 years,RENT,60000.0,Source Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75285797,,debt_consolidation,Debt consolidation,112xx,NY,9.74,0.0,Nov-00,670.0,674.0,0.0,,,9.0,0.0,19245.0,98.2,22.0,w,0.0,0.0,17415.73268,17415.73,15000.0,2415.73,0.0,0.0,0.0,Jan-18,7462.72,,Oct-18,654.0,650.0,0.0,,1.0,Individual,,,,0.0,0.0,19245.0,0.0,0.0,0.0,0.0,108.0,0.0,,1.0,4.0,4996.0,98.0,19600.0,0.0,0.0,0.0,4.0,2138.0,363.0,98.1,0.0,0.0,161.0,184.0,12.0,12.0,0.0,12.0,,19.0,,0.0,8.0,9.0,8.0,13.0,3.0,9.0,19.0,9.0,9.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,19600.0,19245.0,18800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
901777,110712732,,16000.0,16000.0,16000.0, 60 months,15.05,381.06,C,C4,Contracting ,10+ years,MORTGAGE,71000.0,Not Verified,Jun-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=110712732,,debt_consolidation,Debt consolidation,063xx,CT,3.57,0.0,Apr-95,750.0,754.0,0.0,27.0,,15.0,0.0,5450.0,12.6,49.0,w,0.0,0.0,18275.53194,18275.53,16000.0,2275.53,0.0,0.0,0.0,Jul-18,4335.13,,Mar-19,749.0,745.0,0.0,31.0,1.0,Individual,,,,0.0,0.0,392736.0,2.0,0.0,1.0,4.0,7.0,0.0,,1.0,5.0,2214.0,13.0,43300.0,3.0,4.0,5.0,10.0,26182.0,28769.0,12.3,0.0,0.0,117.0,266.0,3.0,3.0,5.0,3.0,29.0,6.0,29.0,1.0,3.0,8.0,4.0,16.0,8.0,12.0,36.0,8.0,15.0,0.0,0.0,0.0,3.0,93.6,0.0,0.0,0.0,489454.0,5450.0,32800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
243676,50607497,,12000.0,12000.0,12000.0, 36 months,7.26,371.96,A,A4,,,MORTGAGE,84000.0,Verified,Jul-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=50607497,,credit_card,Credit card refinancing,805xx,CO,27.41,0.0,Nov-87,705.0,709.0,0.0,,,26.0,0.0,44800.0,63.5,42.0,w,0.0,0.0,12810.55,12810.55,12000.0,810.55,0.0,0.0,0.0,Aug-16,8356.71,,Jun-17,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,415435.0,,,,,,,,,,,,70500.0,,,,5.0,16617.0,12574.0,69.9,0.0,0.0,128.0,331.0,12.0,12.0,5.0,21.0,,,,0.0,9.0,16.0,13.0,17.0,6.0,23.0,31.0,16.0,26.0,0.0,0.0,0.0,1.0,100.0,53.8,0.0,0.0,490198.0,59700.0,41800.0,45920.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
189271,56643039,,30000.0,30000.0,30000.0, 60 months,15.61,723.34,D,D1,supervisor,10+ years,MORTGAGE,73000.0,Verified,Aug-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=56643039,,debt_consolidation,Debt consolidation,480xx,MI,16.35,3.0,Mar-03,700.0,704.0,2.0,5.0,,15.0,0.0,5244.0,40.6,32.0,w,0.0,0.0,13322.05,13322.05,5477.98,5281.06,0.0,2563.01,461.3418,Nov-16,723.34,,Jun-17,569.0,565.0,0.0,13.0,1.0,Individual,,,,0.0,59.0,129346.0,,,,,,,,,,,,11300.0,,,,6.0,9239.0,1652.0,74.0,0.0,0.0,132.0,136.0,7.0,7.0,2.0,18.0,,0.0,21.0,2.0,4.0,8.0,4.0,6.0,11.0,10.0,17.0,8.0,15.0,0.0,0.0,1.0,2.0,75.9,50.0,0.0,0.0,155134.0,45981.0,5800.0,51292.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
406902,38479247,,14000.0,14000.0,14000.0, 36 months,12.99,471.65,C,C2,Estimating,2 years,OWN,50000.0,Source Verified,Jan-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38479247,,debt_consolidation,Debt consolidation,840xx,UT,36.84,0.0,Jun-00,680.0,684.0,0.0,,,8.0,0.0,12155.0,86.2,17.0,w,0.0,0.0,16660.39535,16660.4,14000.0,2660.4,0.0,0.0,0.0,Jan-17,5822.55,,Mar-19,634.0,630.0,0.0,,1.0,Individual,,,,0.0,0.0,25414.0,,,,,,,,,,,,14100.0,,,,2.0,3177.0,0.0,102.6,0.0,0.0,175.0,132.0,19.0,10.0,0.0,19.0,,,,0.0,1.0,4.0,1.0,8.0,4.0,6.0,13.0,4.0,8.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,32783.0,25414.0,4500.0,18683.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11745,67725927,,20000.0,20000.0,20000.0, 60 months,16.99,496.95,D,D3,Senior Account Executive,5 years,MORTGAGE,65000.0,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67725927,,credit_card,Credit card refinancing,908xx,CA,9.26,0.0,Mar-11,670.0,674.0,2.0,34.0,83.0,6.0,1.0,23006.0,61.3,10.0,w,0.0,0.0,23891.23254,23891.23,20000.0,3891.23,0.0,0.0,0.0,Apr-17,55.99,,May-17,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,279736.0,0.0,0.0,0.0,0.0,49.0,0.0,,1.0,2.0,9969.0,61.0,37500.0,3.0,0.0,10.0,3.0,46623.0,14494.0,61.3,0.0,0.0,49.0,57.0,7.0,7.0,2.0,7.0,34.0,4.0,34.0,0.0,5.0,5.0,5.0,7.0,1.0,5.0,7.0,5.0,6.0,0.0,0.0,0.0,2.0,90.0,20.0,0.0,0.0,297500.0,23006.0,37500.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1018494,74675390,,15000.0,15000.0,15000.0, 36 months,10.75,489.31,B,B4,Cief Fiscal Officer,10+ years,MORTGAGE,75000.0,Not Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=74675390,,debt_consolidation,Debt consolidation,437xx,OH,14.93,0.0,Oct-02,725.0,729.0,1.0,44.0,,13.0,0.0,12831.0,45.0,30.0,w,0.0,0.0,15376.06,15376.06,15000.0,376.06,0.0,0.0,0.0,Jul-16,30.85,,Jun-16,774.0,770.0,0.0,,1.0,Individual,,,,0.0,0.0,129905.0,0.0,2.0,1.0,1.0,9.0,18848.0,65.0,2.0,3.0,9673.0,55.0,28500.0,2.0,0.0,2.0,4.0,11810.0,7914.0,61.8,0.0,0.0,148.0,161.0,8.0,8.0,4.0,8.0,,1.0,44.0,0.0,2.0,3.0,4.0,13.0,5.0,10.0,21.0,3.0,13.0,0.0,0.0,0.0,3.0,96.6,50.0,0.0,0.0,179731.0,31679.0,20700.0,28831.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
931784,109326334,,15000.0,15000.0,15000.0, 36 months,7.07,463.64,A,A2,Director Programs,2 years,MORTGAGE,166860.0,Not Verified,May-17,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=109326334,,home_improvement,Home improvement,201xx,VA,6.62,0.0,Jun-96,845.0,850.0,0.0,,,7.0,0.0,1022.0,2.4,15.0,w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,Mar-19,794.0,790.0,0.0,,1.0,Individual,,,,0.0,0.0,596285.0,0.0,2.0,0.0,0.0,46.0,10008.0,23.0,0.0,0.0,1022.0,16.0,42500.0,0.0,1.0,0.0,2.0,85184.0,37478.0,2.7,0.0,0.0,89.0,251.0,85.0,24.0,4.0,180.0,,,,0.0,1.0,1.0,2.0,3.0,4.0,3.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,700764.0,15867.0,38500.0,43731.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1018100,73954171,,8500.0,8500.0,8500.0, 36 months,9.75,273.28,B,B3,Photographer,6 years,RENT,35000.0,Source Verified,Mar-16,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=73954171,,credit_card,Credit card refinancing,563xx,MN,18.24,0.0,Jun-08,705.0,709.0,0.0,33.0,,9.0,0.0,8774.0,50.7,15.0,f,0.0,0.0,9834.930551000001,9834.93,8500.0,1334.93,0.0,0.0,0.0,Feb-19,545.08,,Feb-19,694.0,690.0,0.0,,1.0,Individual,,,,0.0,0.0,37926.0,0.0,5.0,0.0,0.0,51.0,29152.0,112.0,0.0,0.0,3452.0,87.0,17300.0,0.0,2.0,0.0,0.0,4214.0,8435.0,35.6,0.0,0.0,93.0,77.0,48.0,48.0,0.0,48.0,33.0,,33.0,0.0,3.0,4.0,3.0,3.0,8.0,4.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,86.7,0.0,0.0,0.0,43408.0,37926.0,13100.0,26108.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
317233,46094991,,10000.0,10000.0,9975.0, 36 months,7.89,312.86,A,A5,sales,5 years,MORTGAGE,59540.0,Source Verified,Apr-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=46094991,,debt_consolidation,Debt consolidation,140xx,NY,20.54,0.0,Aug-05,690.0,694.0,0.0,24.0,35.0,9.0,2.0,13861.0,50.2,18.0,f,0.0,0.0,11100.7773,11073.03,10000.0,1100.78,0.0,0.0,0.0,Apr-17,3913.77,,Mar-19,804.0,800.0,0.0,,1.0,Individual,,,,0.0,0.0,128878.0,,,,,,,,,,,,27600.0,,,,4.0,14320.0,4128.0,76.3,0.0,0.0,104.0,116.0,9.0,5.0,1.0,40.0,24.0,9.0,24.0,0.0,3.0,5.0,3.0,3.0,10.0,6.0,7.0,5.0,9.0,0.0,0.0,0.0,3.0,94.1,33.3,0.0,1.0,147874.0,48653.0,17400.0,38274.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
620317,113482808,,2000.0,2000.0,2000.0, 36 months,18.06,72.37,D,D2,Bus Operator,10+ years,MORTGAGE,63000.0,Verified,Jul-17,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=113482808,,home_improvement,Home improvement,076xx,NJ,18.69,0.0,Sep-02,665.0,669.0,1.0,,80.0,6.0,1.0,12923.0,77.4,27.0,w,0.0,0.0,2201.774559,2201.77,2000.0,201.77,0.0,0.0,0.0,Mar-18,1769.56,,Mar-19,684.0,680.0,0.0,,1.0,Individual,,,,0.0,0.0,382060.0,1.0,2.0,3.0,3.0,3.0,83222.0,,0.0,0.0,10443.0,77.0,16700.0,2.0,0.0,7.0,4.0,63677.0,166.0,98.7,0.0,0.0,137.0,178.0,38.0,3.0,2.0,38.0,,1.0,,0.0,2.0,3.0,2.0,4.0,20.0,3.0,5.0,3.0,6.0,0.0,0.0,0.0,4.0,100.0,100.0,1.0,0.0,380233.0,96145.0,13000.0,75159.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
48831,65764580,,28200.0,28200.0,27950.0, 36 months,14.33,968.34,C,C5,manager,< 1 year,MORTGAGE,83000.0,Verified,Nov-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65764580,,credit_card,Credit card refinancing,087xx,NJ,39.98,0.0,Sep-80,675.0,679.0,3.0,59.0,,23.0,0.0,190090.0,95.0,56.0,w,0.0,0.0,31533.09,31253.54,28200.0,3333.09,0.0,0.0,0.0,Nov-16,21894.59,,Aug-17,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,338645.0,,,,,,,,,,,,200750.0,,,,7.0,15392.0,2307.0,93.0,0.0,0.0,154.0,422.0,12.0,4.0,4.0,12.0,,2.0,59.0,0.0,8.0,17.0,19.0,19.0,12.0,17.0,42.0,22.0,22.0,,0.0,0.0,2.0,96.0,100.0,0.0,0.0,369938.0,77123.0,16150.0,50299.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
246935,51596646,,14500.0,14500.0,14500.0, 60 months,12.69,327.63,C,C2,Medical Secretary,10+ years,OWN,45000.0,Source Verified,Jun-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=51596646,,debt_consolidation,Debt consolidation,559xx,MN,19.44,1.0,Sep-96,695.0,699.0,0.0,22.0,,10.0,0.0,6143.0,17.4,28.0,w,0.0,0.0,8919.38,8919.38,4511.47,3048.6,0.0,1359.31,244.6758,Jun-17,327.63,,Nov-17,509.0,505.0,0.0,,1.0,Individual,,,,0.0,0.0,139324.0,,,,,,,,,,,,35400.0,,,,5.0,13932.0,18940.0,22.1,0.0,0.0,225.0,124.0,3.0,3.0,2.0,10.0,,8.0,22.0,0.0,2.0,4.0,3.0,6.0,9.0,7.0,17.0,4.0,10.0,0.0,0.0,0.0,3.0,96.4,66.7,0.0,0.0,176299.0,18497.0,24300.0,19299.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
200610,56109507,,12000.0,12000.0,12000.0, 36 months,11.53,395.89,B,B5,Sales,6 years,MORTGAGE,40000.0,Source Verified,Jul-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=56109507,,credit_card,Credit card refinancing,630xx,MO,36.8,1.0,Jan-78,695.0,699.0,0.0,20.0,,12.0,0.0,31228.0,51.3,25.0,w,0.0,0.0,14236.383999999998,14236.38,12000.0,2236.38,0.0,0.0,0.0,Aug-18,395.6,,Mar-19,669.0,665.0,0.0,21.0,1.0,Individual,,,,0.0,0.0,31228.0,,,,,,,,,,,,58600.0,,,,1.0,2602.0,17440.0,60.2,0.0,0.0,121.0,449.0,12.0,12.0,2.0,12.0,33.0,,33.0,1.0,6.0,9.0,6.0,10.0,3.0,12.0,19.0,9.0,12.0,0.0,0.0,1.0,1.0,92.0,50.0,0.0,0.0,58600.0,31228.0,46100.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
411059,38627106,,6500.0,6500.0,6500.0, 36 months,11.99,215.87,B,B5,technician,3 years,MORTGAGE,55000.0,Not Verified,Jan-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38627106,,credit_card,Credit card refinancing,463xx,IN,37.29,0.0,Sep-03,725.0,729.0,2.0,,,19.0,0.0,11625.0,36.9,40.0,f,0.0,0.0,7048.32,7048.32,6500.0,548.32,0.0,0.0,0.0,Nov-15,23.71,,Mar-19,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,154219.0,,,,,,,,,,,,31500.0,,,,6.0,8117.0,6719.0,52.3,0.0,0.0,135.0,131.0,3.0,3.0,2.0,3.0,,2.0,,0.0,4.0,7.0,4.0,15.0,14.0,9.0,24.0,7.0,19.0,0.0,0.0,0.0,3.0,100.0,25.0,0.0,0.0,205270.0,51280.0,14100.0,60771.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
341094,43769200,,24000.0,24000.0,24000.0, 60 months,12.29,537.4,C,C1,Revenue Agent,2 years,MORTGAGE,62000.0,Source Verified,Mar-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=43769200,,credit_card,Credit card refinancing,284xx,NC,19.3,0.0,Oct-03,705.0,709.0,0.0,,,14.0,0.0,33190.0,77.5,35.0,w,0.0,0.0,18255.21,18255.21,11780.04,6475.17,0.0,0.0,0.0,Feb-18,537.4,,Mar-19,504.0,500.0,0.0,,1.0,Individual,,,,0.0,0.0,294153.0,,,,,,,,,,,,42800.0,,,,3.0,22627.0,105.0,97.0,0.0,0.0,112.0,137.0,13.0,7.0,1.0,13.0,,18.0,,0.0,2.0,7.0,2.0,4.0,19.0,10.0,15.0,7.0,14.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,308256.0,80230.0,3500.0,47456.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
